task_id,source,result,n_smells,smells,sloc,cyclomatic,maintainability,halstead_volume,halstead_difficulty,halstead_effort,cognitive,comment_density,api_calls,perplexity,bleu,chrf,rouge_l,meteor,codebleu,ast_similarity,codebert_score,bertscore,n_output_tokens
mbpp_153,mbpp,pass,0,,4.000,1.000,72.982,92.000,3.409,313.636,0.000,0.000,0.000,2.589,34.794,45.979,61.538,,34.309,74.000,89.553,90.599,49
mbpp_154,mbpp,pass,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,6.409,21.465,45.197,38.462,,30.086,82.927,85.441,92.658,23
mbpp_155,mbpp,fail,0,,6.000,3.000,99.040,41.513,2.286,94.887,3.000,83.333,1.000,4.124,20.328,32.956,28.889,,14.483,62.000,74.419,89.921,111
mbpp_156,mbpp,fail,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.930,13.765,37.580,38.710,,6.644,53.846,83.733,91.396,20
mbpp_157,mbpp,pass,0,,13.000,4.000,63.629,44.379,3.600,159.764,5.000,0.000,5.000,1.795,6.510,27.067,18.750,,20.215,25.899,68.754,84.161,97
mbpp_158,mbpp,fail,0,,5.000,2.000,73.541,36.541,2.333,85.263,2.000,0.000,3.000,4.640,23.997,38.931,44.444,,14.341,58.929,80.214,91.571,46
mbpp_159,mbpp,fail,1,magic_number,9.000,10.000,62.198,171.300,1.421,243.427,7.000,0.000,0.000,1.696,12.936,37.412,34.146,,16.426,44.843,82.725,83.831,96
mbpp_160,mbpp,fail,0,,5.000,2.000,74.461,27.000,1.800,48.600,2.000,0.000,0.000,4.791,20.194,40.620,62.963,,14.136,50.943,82.672,84.651,46
mbpp_161,mbpp,pass,0,,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,0.000,2.453,39.949,62.316,64.706,,47.816,84.444,92.991,95.114,30
mbpp_162,mbpp,pass,0,,6.000,2.000,72.936,25.266,2.250,56.849,1.000,0.000,0.000,2.276,26.961,38.133,52.941,,17.582,49.057,83.476,91.938,41
mbpp_163,mbpp,pass,0,,3.000,1.000,77.340,53.774,1.667,89.624,0.000,0.000,1.000,2.862,24.664,41.169,38.095,,23.264,80.556,85.885,90.648,46
mbpp_164,mbpp,fail,0,,4.000,1.000,75.525,39.863,1.714,68.337,0.000,0.000,3.000,2.407,14.752,30.268,34.783,,19.355,50.382,76.191,88.757,61
mbpp_165,mbpp,pass,0,,2.000,3.000,84.693,15.510,1.000,15.510,0.000,0.000,4.000,3.879,14.811,30.616,43.636,,14.191,50.000,80.849,89.251,37
mbpp_166,mbpp,pass,0,,7.000,4.000,68.813,55.507,2.222,123.348,6.000,0.000,1.000,2.469,56.838,55.215,79.365,,50.349,99.160,90.257,94.417,63
mbpp_167,mbpp,fail,0,,2.000,2.000,81.957,39.863,2.667,106.302,1.000,0.000,1.000,5.761,25.974,34.429,48.889,,10.758,42.667,80.310,88.947,40
mbpp_168,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,7.014,5.815,35.989,32.000,,11.394,42.857,79.273,89.047,17
mbpp_169,mbpp,pass,0,,10.000,4.000,65.639,51.891,2.857,148.261,5.000,0.000,1.000,2.352,37.638,51.228,63.492,,34.274,74.194,85.202,84.116,80
mbpp_170,mbpp,pass,0,,2.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,1.000,2.976,17.352,33.320,28.571,,13.907,57.627,67.943,78.930,28
mbpp_171,mbpp,pass,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,9.203,24.979,42.272,40.000,,16.717,66.667,84.230,90.173,21
mbpp_172,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,15.879,2.675,27.966,30.769,,6.691,23.377,77.069,88.513,19
mbpp_173,mbpp,pass,0,,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,2.968,24.194,40.970,48.276,,27.845,75.000,81.635,90.525,32
mbpp_174,mbpp,pass,0,,7.000,3.000,76.420,4.755,0.500,2.377,3.000,0.000,1.000,2.266,29.698,59.244,50.000,,43.064,72.289,85.950,94.185,48
mbpp_175,mbpp,fail,0,,10.000,6.000,64.162,57.359,2.500,143.399,8.000,0.000,4.000,1.675,31.247,45.523,54.286,,39.528,67.949,81.563,93.087,80
mbpp_176,mbpp,pass,0,,2.000,1.000,85.289,13.932,0.500,6.966,0.000,0.000,0.000,3.794,72.079,61.421,81.818,,29.592,82.051,91.536,94.750,22
mbpp_177,mbpp,fail,0,,10.000,4.000,89.542,122.136,4.800,586.254,7.000,30.000,6.000,2.461,3.418,24.549,10.870,,27.195,26.389,66.329,88.488,133
mbpp_178,mbpp,pass,0,,5.000,3.000,79.608,4.755,0.500,2.377,2.000,0.000,1.000,5.096,28.151,49.829,57.143,,19.274,66.667,85.432,93.046,41
mbpp_179,mbpp,fail,0,,5.000,3.000,74.887,22.459,1.875,42.110,1.000,0.000,5.000,3.826,5.560,18.665,26.190,,7.856,46.328,72.361,83.706,49
mbpp_180,mbpp,fail,0,,12.000,1.000,85.915,167.179,3.000,501.536,0.000,25.000,6.000,1.414,6.178,30.446,14.516,,27.630,34.545,73.144,83.025,186
mbpp_181,mbpp,pass,0,,11.000,7.000,92.909,38.054,2.000,76.107,6.000,54.545,4.000,2.648,13.403,29.472,19.767,,13.691,42.553,71.577,81.465,177
mbpp_182,mbpp,fail,1,dead_code,7.000,9.000,78.247,2.000,0.500,1.000,0.000,0.000,4.000,1.977,8.904,29.589,17.204,,18.593,68.056,75.918,85.331,79
mbpp_183,mbpp,fail,0,,12.000,5.000,92.191,64.529,2.000,129.059,7.000,50.000,2.000,2.293,17.496,34.565,27.778,,19.177,59.218,73.066,88.783,171
mbpp_184,mbpp,fail,0,,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,1.000,8.768,31.999,45.591,60.000,,36.143,80.851,91.001,90.627,24
mbpp_185,mbpp,fail,0,,2.000,1.000,79.110,106.274,3.542,376.387,0.000,0.000,0.000,5.395,53.226,56.762,81.081,,33.293,86.316,93.628,94.354,43
mbpp_186,mbpp,pass,0,,7.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,3.000,3.123,47.802,71.061,78.261,,41.509,79.365,87.676,94.655,51
mbpp_187,mbpp,pass,0,,9.000,5.000,90.519,148.487,5.200,772.132,7.000,33.333,2.000,1.590,14.644,43.354,36.986,,24.161,60.630,78.882,89.719,180
mbpp_188,mbpp,fail,1,magic_number,7.000,4.000,68.094,70.324,4.000,281.296,4.000,0.000,2.000,3.024,30.192,49.909,59.016,,19.157,63.717,86.106,93.812,62
mbpp_189,mbpp,fail,0,,9.000,7.000,62.973,151.621,4.312,653.864,7.000,0.000,2.000,1.544,30.012,37.121,55.285,,23.682,56.115,80.808,91.210,103
mbpp_190,mbpp,fail,0,,4.000,1.000,100.000,53.774,1.667,89.624,0.000,50.000,1.000,3.199,31.335,54.502,42.105,,32.127,55.556,85.876,91.071,95
mbpp_191,mbpp,pass,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,6.626,18.409,43.034,41.176,,16.534,47.826,86.224,89.337,29
mbpp_192,mbpp,pass,0,,2.000,4.000,88.154,4.755,0.500,2.377,1.000,0.000,3.000,2.896,14.520,33.875,23.077,,13.157,55.696,78.275,86.722,32
mbpp_193,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.560,30.731,59.354,70.000,,21.092,77.419,92.169,94.543,18
mbpp_194,mbpp,fail,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.009,1.475,16.667,29.787,,3.133,30.380,73.068,86.475,25
mbpp_195,mbpp,pass,0,,12.000,4.000,61.732,106.274,5.950,632.331,5.000,0.000,1.000,1.513,67.290,74.627,76.923,,52.112,76.923,89.736,94.879,91
mbpp_196,mbpp,pass,0,,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,1.000,3.399,29.398,48.640,61.111,,31.050,86.275,88.042,93.013,32
mbpp_197,mbpp,pass,0,,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,2.000,4.667,14.882,41.968,36.842,,24.765,89.231,89.932,91.925,34
mbpp_198,mbpp,fail,0,,6.000,1.000,100.000,49.829,1.250,62.286,0.000,50.000,0.000,3.213,15.618,35.586,28.283,,19.561,63.265,74.812,87.663,117
mbpp_199,mbpp,fail,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,2.000,6.528,18.762,37.510,37.838,,5.563,40.000,76.246,88.423,25
mbpp_200,mbpp,pass,0,,3.000,3.000,84.447,4.755,0.500,2.377,0.000,0.000,2.000,2.602,46.628,56.283,63.636,,34.449,90.411,91.135,95.884,35
mbpp_201,mbpp,pass,0,,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,1.000,3.954,34.002,60.917,50.000,,36.086,61.538,88.036,93.651,24
mbpp_202,mbpp,fail,0,,2.000,3.000,84.693,15.510,1.000,15.510,0.000,0.000,2.000,3.824,16.458,29.013,40.000,,10.379,43.038,77.563,88.084,31
mbpp_203,mbpp,pass,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,2.000,4.005,11.185,31.489,38.710,,10.147,46.667,76.072,88.175,25
mbpp_204,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.196,10.492,29.908,41.379,,11.110,40.000,78.337,90.051,17
mbpp_205,mbpp,fail,0,,2.000,2.000,91.057,2.000,0.500,1.000,0.000,0.000,1.000,9.358,10.913,42.037,57.143,,9.085,44.898,85.564,91.096,21
mbpp_206,mbpp,fail,0,,2.000,2.000,87.215,2.000,0.500,1.000,0.000,0.000,3.000,4.438,26.395,50.369,43.243,,11.697,49.315,86.669,90.203,33
mbpp_207,mbpp,pass,0,,10.000,6.000,61.522,183.936,8.182,1504.930,8.000,0.000,3.000,1.381,66.101,78.075,86.525,,38.144,88.696,91.301,88.639,147
mbpp_208,mbpp,pass,0,,4.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.079,19.431,35.489,42.857,,24.027,77.778,82.750,90.843,37
mbpp_209,mbpp,fail,1,dead_code,5.000,1.000,100.000,0.000,0.000,0.000,0.000,40.000,2.000,2.511,20.549,52.356,39.216,,42.773,93.103,81.241,89.424,61
mbpp_210,mbpp,pass,0,,4.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.068,29.020,44.321,60.870,,23.132,75.000,89.583,93.921,38
mbpp_211,mbpp,fail,0,,7.000,4.000,66.861,105.486,6.000,632.916,4.000,0.000,0.000,2.742,23.861,50.125,60.000,,21.342,44.737,82.434,91.954,65
mbpp_212,mbpp,pass,0,,2.000,2.000,84.828,15.510,1.000,15.510,0.000,0.000,2.000,5.378,46.813,57.452,65.000,,11.298,47.222,84.911,91.745,31
mbpp_213,mbpp,fail,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,4.658,4.859,37.374,26.667,,12.438,46.809,87.711,90.607,22
mbpp_214,mbpp,fail,0,,2.000,1.000,84.962,15.510,1.000,15.510,0.000,0.000,0.000,4.919,28.068,47.032,36.364,,9.764,61.111,86.864,89.958,30
mbpp_215,mbpp,pass,0,,12.000,3.000,66.033,27.000,1.800,48.600,4.000,0.000,4.000,1.800,15.601,33.062,22.500,,12.997,37.037,74.121,89.605,85
mbpp_216,mbpp,fail,0,,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,1.000,3.798,25.194,49.027,43.478,,10.600,49.315,83.436,89.571,32
mbpp_217,mbpp,pass,0,,7.000,3.000,76.420,4.755,0.500,2.377,3.000,0.000,2.000,2.833,25.875,54.015,50.000,,19.848,82.353,85.742,94.351,43
mbpp_218,mbpp,fail,0,,6.000,2.000,99.065,66.608,3.750,249.780,2.000,50.000,1.000,3.149,7.420,24.993,17.391,,13.107,35.294,72.528,88.163,92
mbpp_219,mbpp,fail,0,,3.000,1.000,84.624,2.000,0.500,1.000,0.000,0.000,1.000,3.819,5.163,17.917,26.923,,7.328,34.862,74.504,88.064,27
mbpp_220,mbpp,fail,0,,13.000,4.000,65.140,27.000,1.800,48.600,7.000,0.000,2.000,2.715,11.149,35.538,23.529,,29.449,34.091,70.097,79.163,88
mbpp_221,mbpp,pass,0,,2.000,3.000,84.693,15.510,1.000,15.510,0.000,0.000,1.000,3.494,32.791,43.534,50.000,,15.728,84.211,88.204,93.470,30
mbpp_222,mbpp,pass,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,3.115,19.083,36.038,30.000,,14.085,71.875,82.796,90.300,28
mbpp_223,mbpp,pass,0,,6.000,3.000,71.291,41.513,2.286,94.887,3.000,0.000,1.000,2.297,2.923,13.800,25.455,,11.032,30.631,76.285,82.081,52
mbpp_224,mbpp,pass,0,,7.000,3.000,69.276,49.829,5.000,249.145,3.000,0.000,0.000,2.592,63.568,82.986,83.333,,62.908,75.000,91.340,95.981,51
mbpp_225,mbpp,pass,0,,8.000,3.000,95.142,64.529,3.000,193.588,4.000,37.500,1.000,2.038,27.140,42.021,46.465,,22.186,62.420,81.509,91.382,115
mbpp_226,mbpp,fail,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,3.000,3.947,27.417,42.262,51.282,,13.832,41.096,84.200,89.702,32
mbpp_227,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,2.701,14.982,27.410,50.000,,9.563,40.000,81.791,89.094,24
mbpp_228,mbpp,pass,0,,3.000,1.000,100.000,98.099,3.333,326.997,0.000,66.667,0.000,5.429,38.868,42.460,42.105,,23.187,73.333,81.907,91.072,88
mbpp_229,mbpp,fail,0,,13.000,4.000,88.406,83.026,4.571,379.549,5.000,30.769,0.000,2.250,16.556,32.669,34.545,,27.025,71.084,74.481,89.726,145
mbpp_230,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,5.486,56.879,66.383,60.000,,27.117,78.788,89.121,91.586,20
mbpp_231,mbpp,pass,0,,5.000,3.000,100.000,73.082,3.000,219.247,3.000,60.000,2.000,3.158,11.077,22.046,30.682,,20.817,33.247,78.102,84.252,117
mbpp_232,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,10.797,28.092,28.755,40.000,,15.366,60.000,78.558,86.977,23
mbpp_233,mbpp,fail,0,,2.000,1.000,83.478,25.266,0.500,12.633,0.000,0.000,0.000,13.687,11.611,51.430,33.333,,24.529,82.927,88.532,90.852,33
mbpp_234,mbpp,pass,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,9.313,26.921,42.510,42.105,,12.370,46.667,81.980,90.366,19
mbpp_235,mbpp,fail,0,,6.000,3.000,99.040,41.513,2.286,94.887,3.000,83.333,1.000,4.086,21.406,31.486,25.532,,17.799,69.474,74.048,89.590,116
mbpp_236,mbpp,fail,0,,5.000,3.000,71.024,80.000,5.056,404.444,2.000,0.000,0.000,4.462,8.644,25.425,45.455,,10.418,52.308,78.278,90.991,54
mbpp_237,mbpp,fail,0,,8.000,3.000,71.560,15.510,1.000,15.510,4.000,0.000,0.000,1.798,6.810,32.891,28.070,,10.416,62.162,75.709,84.796,65
mbpp_238,mbpp,pass,0,,2.000,1.000,83.109,28.529,1.500,42.794,0.000,0.000,1.000,3.526,27.413,46.429,62.069,,19.703,66.667,89.504,91.816,30
mbpp_239,mbpp,fail,0,,6.000,2.000,99.773,51.891,1.875,97.297,1.000,66.667,1.000,3.549,11.867,27.203,30.769,,11.192,34.101,75.740,81.522,99
mbpp_240,mbpp,pass,0,,2.000,1.000,82.002,11.610,1.000,11.610,0.000,0.000,0.000,4.212,17.309,37.083,34.783,,20.937,66.667,85.923,89.052,25
mbpp_241,mbpp,fail,0,,2.000,4.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.990,32.294,47.957,53.333,,30.050,90.667,88.227,91.237,38
mbpp_242,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,7.811,15.935,34.375,36.364,,8.218,47.059,81.101,89.892,16
mbpp_243,mbpp,fail,1,dead_code,11.000,4.000,94.606,4.755,0.500,2.377,5.000,18.182,5.000,2.045,13.066,34.769,23.158,,32.286,52.830,74.606,82.999,116
mbpp_244,mbpp,fail,0,,3.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,2.000,5.357,43.299,58.686,70.968,,30.527,75.472,87.172,93.288,29
mbpp_245,mbpp,fail,0,,15.000,8.000,83.744,146.946,3.667,538.800,13.000,26.667,2.000,1.784,45.349,44.604,56.566,,22.474,48.499,79.332,84.194,200
mbpp_246,mbpp,pass,1,magic_number,7.000,3.000,68.490,64.529,3.000,193.588,3.000,0.000,1.000,2.782,9.875,33.629,32.143,,19.252,48.696,80.027,91.123,68
mbpp_247,mbpp,pass,0,,13.000,6.000,80.770,156.000,4.333,676.000,8.000,15.385,3.000,1.612,34.399,41.158,48.555,,38.699,83.293,80.953,84.358,172
mbpp_248,mbpp,fail,0,,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,2.000,3.743,27.992,42.587,51.613,,16.807,62.745,81.005,89.842,25
mbpp_249,mbpp,pass,0,,2.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,2.000,2.925,33.978,54.543,52.941,,39.227,86.275,88.522,92.108,29
mbpp_250,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,7.141,24.555,37.702,50.000,,11.539,40.000,82.589,90.940,19
mbpp_251,mbpp,fail,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,5.976,18.657,48.170,38.462,,12.979,47.619,82.953,88.400,20
mbpp_252,mbpp,pass,0,,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,4.801,36.442,57.047,72.727,,32.765,78.788,88.724,92.953,25
mbpp_253,mbpp,pass,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,4.165,30.843,54.458,37.500,,11.676,64.151,82.996,90.378,23
mbpp_254,mbpp,fail,0,,2.000,3.000,88.288,4.755,0.500,2.377,0.000,0.000,2.000,4.233,22.740,37.701,31.250,,20.169,56.000,78.136,85.447,35
mbpp_255,mbpp,fail,0,,3.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.271,26.403,42.647,43.750,,33.109,82.051,84.663,90.578,27
mbpp_256,mbpp,pass,0,,13.000,3.000,62.442,68.532,3.333,228.441,14.000,0.000,3.000,1.788,43.683,61.613,52.500,,38.724,57.600,83.889,94.641,97
mbpp_257,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,3.913,33.554,54.425,63.636,,13.129,61.538,89.483,90.076,18
mbpp_258,mbpp,pass,0,,2.000,3.000,84.693,15.510,1.000,15.510,0.000,0.000,1.000,2.967,20.460,26.444,40.000,,10.751,61.818,82.373,90.311,28
mbpp_259,mbpp,fail,0,,5.000,1.000,100.000,4.755,0.500,2.377,0.000,60.000,2.000,2.784,6.695,30.824,12.500,,13.460,62.745,73.603,85.279,105
mbpp_260,mbpp,fail,0,,16.000,4.000,59.315,96.000,3.636,349.091,17.000,0.000,3.000,1.827,17.270,44.481,36.111,,17.715,46.774,72.860,82.600,108
mbpp_261,mbpp,pass,0,,3.000,2.000,100.000,13.932,1.333,18.575,2.000,33.333,2.000,4.138,13.077,40.709,18.182,,18.598,65.753,81.819,88.171,60
mbpp_262,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,3.462,36.947,55.957,45.455,,52.682,100.000,89.189,96.270,22
mbpp_263,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,2.284,17.096,38.876,38.095,,16.194,51.429,85.553,88.304,25
mbpp_264,mbpp,pass,1,magic_number,5.000,2.000,72.475,51.891,2.857,148.261,2.000,0.000,0.000,4.787,21.422,32.694,38.462,,18.137,65.753,85.868,87.578,51
mbpp_265,mbpp,pass,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,2.903,50.366,59.043,64.286,,57.110,100.000,91.537,97.015,26
mbpp_266,mbpp,pass,0,,2.000,1.000,84.962,15.510,1.000,15.510,0.000,0.000,0.000,19.861,25.543,55.197,40.000,,13.394,62.500,85.872,91.015,24
mbpp_267,mbpp,pass,0,,2.000,2.000,85.154,13.932,1.333,18.575,0.000,0.000,2.000,4.947,32.585,55.701,42.857,,29.410,62.963,84.371,92.674,31
mbpp_268,mbpp,fail,0,,2.000,1.000,80.627,64.529,2.000,129.059,0.000,0.000,1.000,4.146,45.537,70.117,80.000,,40.208,64.000,91.801,93.661,36
mbpp_269,mbpp,pass,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,5.034,34.558,70.257,62.500,,27.352,80.000,93.218,94.908,15
mbpp_270,mbpp,pass,0,,2.000,3.000,84.693,15.510,1.000,15.510,0.000,0.000,2.000,3.306,65.874,74.156,79.245,,23.587,64.368,89.064,92.283,44
mbpp_271,mbpp,pass,0,,2.000,2.000,82.974,28.529,1.500,42.794,0.000,0.000,2.000,7.051,29.136,49.476,59.091,,10.575,44.186,84.293,90.676,36
mbpp_272,mbpp,pass,0,,2.000,2.000,91.057,2.000,0.500,1.000,0.000,0.000,0.000,7.888,23.225,39.670,46.154,,26.174,82.927,87.516,91.835,22
mbpp_273,mbpp,pass,0,,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,2.000,2.966,11.842,39.596,21.622,,14.729,65.574,87.318,90.684,33
mbpp_274,mbpp,fail,0,,2.000,1.000,85.289,13.932,1.333,18.575,0.000,0.000,0.000,15.560,70.255,74.917,90.909,,32.755,85.714,91.700,95.328,26
mbpp_275,mbpp,fail,0,,5.000,2.000,74.053,30.881,2.625,81.062,2.000,0.000,0.000,3.754,2.111,18.916,27.692,,9.633,32.624,75.114,88.939,38
mbpp_276,mbpp,fail,0,,2.000,1.000,83.276,27.000,1.000,27.000,0.000,0.000,0.000,5.184,22.450,49.877,33.333,,17.441,66.667,88.227,92.004,31
mbpp_277,mbpp,fail,0,,2.000,3.000,84.447,4.755,0.500,2.377,0.000,0.000,1.000,2.481,26.769,44.624,50.000,,32.863,85.714,89.844,92.112,31
mbpp_278,mbpp,pass,0,,7.000,3.000,76.420,4.755,0.500,2.377,3.000,0.000,1.000,2.831,36.682,55.918,70.000,,33.633,75.862,87.668,94.152,44
mbpp_279,mbpp,fail,0,,2.000,1.000,82.234,38.039,2.000,76.078,0.000,0.000,0.000,11.720,56.029,78.622,81.818,,35.326,68.293,90.655,94.155,28
mbpp_280,mbpp,pass,0,,5.000,3.000,76.893,11.610,1.000,11.610,3.000,0.000,2.000,2.241,12.610,27.791,28.000,,12.378,60.606,76.624,91.973,41
mbpp_281,mbpp,pass,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,2.000,2.868,23.619,38.682,44.444,,39.647,81.818,84.484,91.736,20
mbpp_282,mbpp,pass,0,,2.000,1.000,84.716,4.755,0.500,2.377,0.000,0.000,2.000,2.309,50.313,51.117,56.250,,41.733,80.702,90.172,94.212,33
mbpp_283,mbpp,fail,0,,2.000,2.000,84.828,15.510,1.000,15.510,0.000,0.000,3.000,5.732,8.318,22.117,27.273,,7.383,25.581,69.189,83.938,30
mbpp_284,mbpp,pass,0,,2.000,2.000,88.423,4.755,0.500,2.377,0.000,0.000,1.000,5.612,18.095,34.123,40.000,,24.020,85.106,89.438,91.863,23
mbpp_285,mbpp,pass,0,,7.000,2.000,100.000,0.000,0.000,0.000,2.000,0.000,1.000,4.473,76.273,90.621,90.196,,62.729,100.000,92.400,96.436,50
mbpp_286,mbpp,fail,0,,11.000,3.000,94.348,41.513,2.286,94.887,2.000,45.455,3.000,2.887,13.041,29.318,18.889,,16.872,42.553,71.549,82.645,183
mbpp_287,mbpp,pass,0,,2.000,2.000,83.142,27.000,1.800,48.600,0.000,0.000,2.000,4.871,41.239,54.048,58.065,,33.376,66.667,87.402,92.370,33
mbpp_288,mbpp,fail,0,,5.000,2.000,77.028,11.610,1.000,11.610,1.000,0.000,3.000,2.704,26.924,36.386,61.818,,22.262,54.717,83.878,86.703,50
mbpp_289,mbpp,fail,0,,5.000,4.000,99.492,98.099,3.333,326.997,4.000,60.000,0.000,2.947,8.263,20.699,21.951,,7.510,18.898,69.004,85.451,103
mbpp_290,mbpp,pass,0,,2.000,2.000,100.000,0.000,0.000,0.000,0.000,0.000,2.000,3.978,15.010,34.219,38.095,,24.197,67.606,83.548,90.016,28
mbpp_291,mbpp,fail,0,,15.000,4.000,59.030,128.927,4.000,515.710,5.000,0.000,1.000,2.358,32.834,34.116,48.421,,21.545,52.683,78.189,83.153,121
mbpp_292,mbpp,pass,0,,2.000,1.000,88.557,4.755,0.500,2.377,0.000,0.000,0.000,7.201,12.250,40.304,37.500,,24.418,75.862,83.289,91.991,17
mbpp_293,mbpp,pass,0,,3.000,1.000,79.637,25.266,1.200,30.319,0.000,0.000,1.000,5.755,29.455,65.690,46.667,,27.546,70.175,85.566,93.107,29
mbpp_294,mbpp,fail,0,,2.000,1.000,100.000,0.000,0.000,0.000,0.000,0.000,1.000,3.750,8.369,24.150,38.462,,7.473,47.368,81.880,91.799,15
mbpp_295,mbpp,fail,0,,6.000,3.000,71.557,38.039,2.000,76.078,3.000,0.000,1.000,1.820,26.847,29.682,55.814,,24.762,80.488,83.953,93.717,47
mbpp_296,mbpp,pass,0,,7.000,4.000,71.206,25.266,1.200,30.319,6.000,0.000,1.000,2.166,91.318,94.011,100.000,,71.751,100.000,95.630,97.066,61
mbpp_297,mbpp,pass,0,,8.000,3.000,100.000,0.000,0.000,0.000,5.000,0.000,4.000,1.473,11.070,35.313,37.975,,23.976,61.429,77.418,91.911,50
mbpp_298,mbpp,fail,1,inefficient_loop,6.000,4.000,77.746,4.755,0.500,2.377,3.000,0.000,2.000,2.211,26.871,58.483,55.319,,31.976,73.973,87.007,91.668,48
mbpp_299,mbpp,fail,0,,6.000,3.000,100.000,4.755,0.500,2.377,3.000,50.000,0.000,3.016,8.871,28.122,21.687,,14.433,51.613,71.350,88.111,98
mbpp_300,mbpp,fail,0,,2.000,1.000,86.574,68.532,3.333,228.441,0.000,200.000,0.000,6.066,11.827,26.650,19.802,,5.571,28.916,70.985,82.826,128
mbpp_301,mbpp,fail,0,,5.000,3.000,79.608,4.755,0.500,2.377,3.000,0.000,4.000,2.157,64.048,75.369,81.818,,53.910,88.571,91.596,95.354,41
mbpp_302,mbpp,fail,0,,6.000,3.000,100.000,38.039,2.000,76.078,3.000,66.667,1.000,3.085,17.386,28.773,33.735,,17.525,45.161,72.281,89.013,103
mbpp_303,mbpp,fail,0,,7.000,4.000,68.910,53.774,2.500,134.436,6.000,0.000,1.000,2.129,23.755,30.585,41.935,,16.298,60.504,77.967,90.654,63
mbpp_304,mbpp,fail,0,,28.000,10.000,71.761,305.000,7.826,2386.957,13.000,17.857,3.000,1.995,4.701,28.185,15.166,,26.218,24.691,70.771,87.831,310
mbpp_305,mbpp,fail,0,,4.000,3.000,100.000,0.000,0.000,0.000,3.000,0.000,2.000,4.461,18.225,44.343,46.154,,22.137,79.245,82.041,92.168,29
mbpp_306,mbpp,fail,0,,9.000,5.000,64.025,117.207,3.636,426.206,7.000,0.000,2.000,1.629,36.469,46.877,57.831,,33.533,50.847,85.686,83.482,131
mbpp_307,mbpp,fail,0,,2.000,1.000,79.637,25.266,0.500,12.633,0.000,0.000,0.000,5.633,11.864,27.329,22.857,,16.233,50.794,79.823,87.365,33
